row_index,id,file_name,source_dataset,task,output,valid_token_count,fbank_frames_before_pad
159,7169c1ff-a981-44f1-af84-f41da149eee2,SSW_165_20170603_010000Z.001_003.wav,NatureLM,species-common-simple-detection,None,505,998
160,a70ec7f2-0aef-4022-b54b-81c81b40d45e,XC591365-Bar-tailed%20godwit%201226.flac,Xeno-canto,family-classification,Scolopacidae,201,398
161,3c4ce7f6-faf7-4b3c-972d-18a04464be58,XC650670-Cape%20Batis.flac,Xeno-canto,family-detection,Platysteiridae,505,998
162,da51ccbe-bd84-450c-8e48-a2406a977b60,XC632257-Black-capped%20Pygmy%20Tyrant%20March%2020%202021%20105617%20AM.flac,Xeno-canto,family-detection,None,505,998
163,21078a26-1dd8-4efa-8db3-29e257096438,463843.flac,iNaturalist,species-sci-classification-context,Cardellina canadensis,201,399
164,381969a4-254e-46e8-a473-a7aee66653b1,7538_100043_000013_0000012.wav,NatureLM,speech_nspeakers,2,65,124
165,aad98f44-759a-4a72-9b30-5bf077bef385,Sylvia_communis_Co0060_13_short.flac,Animal Sound Archive,taxonomic-detection,Chordata Aves Passeriformes Sylviidae Sylvia communis,505,998
167,c0bb22b8-5fe8-4c8b-a13c-f6761abd1665,YLF-070rGEbQ.flac,WavCaps,caption-general-domain,Glass shatters and footsteps are heard.,505,998
172,8ce5a3bf-5f04-4fc1-86ed-0d193b5d8026,SSW_130_20170506_150010Z.024_010.wav,NatureLM,species-sci-options-detection,None,505,998
179,85d6b5cf-22c5-466f-86f0-477c494bfff1,619141.flac,iNaturalist,species-common-detection-random,Carolina Wren,505,998
181,bf8acb2d-b958-4ffb-9feb-9e89583ac4a7,YoZapEQbSCfw.wav,NatureLM,open-ended question,"The boat is likely moving at a high speed, causing significant water splashes and possibly creating a wake behind it.",505,998
185,dffb3b5f-5441-4242-93d7-259ecc0145fb,686932.flac,iNaturalist,taxonomic-detection,None,505,998
186,3eebc371-e43d-4382-9075-2c24d5298cb0,SSW_283_20170826_170022Z.047_008.wav,NatureLM,species-common-simple-detection,None,505,998
187,b3c983b0-8943-45f0-87fd-a09a0469276f,596384.flac,iNaturalist,taxonomic-detection,Chordata Aves Passeriformes Paridae Cyanistes caeruleus,345,683
189,155b572c-d1b0-4670-83d1-0e0cdaedb625,SSW_020_20170304_070004Z.030_000.wav,NatureLM,species-common-simple-detection,Canada Goose,505,998
193,eef42577-4f66-40f6-9836-b064082e6cb7,262702.flac,iNaturalist,species-sci-classification-context,Melanerpes carolinus,169,334
195,44839bec-6e8d-49fa-9e64-c50c2bad3ff5,224489.flac,iNaturalist,genus-classification,Setophaga,177,351
197,afa092bb-f85d-4a09-9d0e-d1812b9a0227,brass_acoustic_027-065-100.wav,NatureLM,nsynth,1110.566826953888,65,124
198,d2553af2-6bda-42e6-bcad-633058a3ce05,SSW_250_20170722_130012Z.053_007.wav,NatureLM,species-sci-options-detection,None,505,998
199,319b430c-7b69-4254-9274-2c98e945fd78,ICLISTENHF1251_20140504T143153.842Z_040.wav,NatureLM,,None,505,998
200,28ef18c3-ad07-49c8-838c-654ead86d6a9,44018.flac,iNaturalist,species-common-classification,Northern Parula,505,998
203,a462f272-cffc-4dda-8dd4-055c5d4c89f1,YfEYaxZoQ188.flac,WavCaps,caption-general-domain,Female singing and music is heard.,505,998
204,0d9f5134-436f-49aa-b1cd-d5ab070e6917,621985.flac,iNaturalist,species-common-options-classification,Streak-chested Antpitta,505,998
205,77fe7099-9ac9-43e8-97a9-05680b0e60d9,109318.flac,WavCaps,caption-general-domain,Something is outside a house in a garden.,505,998
206,0831e3b7-8ca8-4d6a-a12a-b1e18ea91aa0,SSW_226_20170701_190013Z.055_005.wav,NatureLM,species-common-simple-detection,None,505,998
207,477f40d1-81d0-4c61-b971-9cbec7552c96,keyboard_acoustic_012-023-100.wav,NatureLM,nsynth,keyboard,113,224
208,bf728c91-628d-4477-98ec-1006028bbb0b,274751.flac,WavCaps,wavcaps-qa,A glass bowl makes a sound when struck.,217,430
212,9576bf10-17fe-4d70-b256-cb074b749282,7816_108621_000010_0000001.wav,NatureLM,speech_nspeakers_short,1,105,198
215,d90636cf-daa5-4dcf-b0be-a765fd95a5ae,481690.flac,iNaturalist,species-taxonomic-classification-context,Chordata Aves Passeriformes Fringillidae Fringilla coelebs,409,811
226,4a918152-129b-4574-95e4-3553c34c17b9,ICLISTENHF1251_20140702T124216.470Z_047.wav,NatureLM,,None,505,998
227,bd7a882e-95a8-41ad-8400-271e0e80938d,631338.flac,iNaturalist,family-classification,Meliphagidae,505,998
229,1653e321-adca-400b-81f7-1544730fd523,SSW_117_20170429_210015Z.022_001.wav,NatureLM,species-common-options-detection,None,505,998
230,5d03780d-6ef4-469f-b2be-7d22b11b8a50,360006.flac,iNaturalist,species-common-options-classification,Northern Mockingbird,505,998
231,e426f293-f8e3-49bd-82e4-11828c92724e,SSW_149_20170513_140018Z.008_000.wav,NatureLM,species-common-simple-detection,"American Goldfinch, Black-capped Chickadee",505,998
238,1abc296c-d293-4b87-baf9-4cf214190f7f,67274.flac,NatureLM,caption-general-domain,Water running followed by water spraying as a woman lightly giggles,505,998
240,6d0d0205-e1eb-4be7-9cb0-94af70279fe2,477774.flac,iNaturalist,species-common-classification,White-throated Sparrow,505,998
241,629f1648-8d29-4e5a-940e-79eb0703f101,617913.flac,iNaturalist,species-common-multiple-detection,Black-tailed Prairie Dog,505,998
248,7a64772f-5aed-4ef6-9225-640fa177075a,630291.flac,iNaturalist,species-sci-options-classification,Tadorna ferruginea,345,679
252,921825f0-e47e-4fdf-8530-bd859edf9048,mallet_acoustic_039-054-075.wav,NatureLM,nsynth,185.0,201,398
253,73bec562-bea6-4112-97ff-9cd0601c6e2d,464287.flac,iNaturalist,species-sci-options-classification,Fulica atra,433,857
254,ae81b11d-cdfe-4f8d-8a1d-dc8e0f3249ad,74843.flac,iNaturalist,taxonomic-detection,Chordata Aves Passeriformes Phylloscopidae Phylloscopus collybita,505,998
255,27d118a4-5eea-4c8b-b3c5-8104d1340887,7698.flac,WavCaps,caption-general-domain,A noise is generating values at 400Hz.,505,998
256,83465c78-281b-4f56-9a33-ace4ce79838c,97752009.flac,Watkins,taxonomic-detection,None,121,237
259,0f9fc4b0-9460-4f57-b0f2-53caea61f5bd,SSW_233_20170708_040004Z.044_001.wav,NatureLM,species-common-options-detection,None,153,298
267,db9da019-9831-4c00-be40-d3e15f86432a,p374_116_mic23.wav,NatureLM,speech_nspeakers,3,273,532
269,785cba80-d777-4697-8b08-e92f2e65b547,p244_347_mic22.wav,NatureLM,speech_nspeakers,2,105,208
273,2d5ee0b3-1aa4-426d-bfb4-e10da5f17f85,9778000S.flac,Watkins,species-sci-classification-context,Orcinus orca,65,127
279,de27cb8b-2eca-49bc-b151-bd77866e897a,153735.flac,WavCaps,caption-general-domain,A cello is playing a note.,209,403
282,75b42f8b-fe51-4fb1-9ff5-9991b5efe28b,554938.flac,iNaturalist,caption-scientific,Thryothorus ludovicianus,505,998
285,57b43305-03ba-4a46-9bf2-d67b0b5f6dde,bass_electronic_032-061-100.wav,NatureLM,nsynth,This sound is distorted.,385,763
290,a25d96e7-6053-4ac1-bda6-4190e11f087a,mallet_acoustic_019-063-127.wav,NatureLM,nsynth,"mallet, guitar, keyboard",289,570
291,5803bdb6-5da8-4ef6-b641-bd4fb2191b23,636786.flac,iNaturalist,taxonomic-detection,None,505,998
293,748178b4-01ef-4f66-9fd2-51a426ba901d,keyboard_electronic_000-069-050.wav,NatureLM,nsynth,50,201,398
294,2d35202a-c249-40f2-9cc6-5beee26338ca,568035.flac,iNaturalist,genus-detection,Poecile,449,892
297,5bcc80dc-e86e-4931-b089-c181346c44b8,Y9FDzG0xNp5s.flac,WavCaps,caption-general-domain,"Train sounds, including train horns and squealing wheels, are heard.",505,998
302,19ee1106-5724-4111-afb2-996b9ca09d31,reed_acoustic_026-040-100.wav,NatureLM,nsynth,"This sound is distorted, is fast decaying.",201,398
308,bf449bc6-4274-497e-bf2e-69d7e1eb6ade,352813.flac,WavCaps,caption-general-domain,Chopper flies by.,505,998
310,11a02b0f-18bc-490b-ac70-3497b873e273,egg beater.wav,NatureLM,captioning,A slow electronic whir from something like electronic drills is humming in synchrony.,505,998
312,2978c4d5-2820-4b09-810c-348fc5354dbc,140487.flac,iNaturalist,taxonomic-detection,None,505,998
313,63a007cc-9ee9-49c3-be39-f4fa346b9776,SSW_225_20170701_180012Z.052_000.wav,NatureLM,species-sci-simple-detection,None,505,998
314,b254bdc5-fc58-436e-b900-c91f57a34163,128239.flac,iNaturalist,species-taxonomic-classification-context,Chordata Aves Cuculiformes Cuculidae Coccyzus americanus,193,379
315,c05844c0-56fc-48b3-af88-dcb87832b238,organ_electronic_072-046-075.wav,NatureLM,nsynth,organ,505,998
319,de86b4f6-baa5-4086-825e-1536f74d6c9e,281436.flac,iNaturalist,caption-common-simple,Song Thrush,505,998
320,b11cc9b5-e7e8-4b34-a501-695b1b557ee1,599521.flac,iNaturalist,species-common-classification-context,Woodlark,505,998
322,3ded9bf0-b19e-4ac8-96a9-4e85662256a8,360176.flac,iNaturalist,species-taxonomic-classification-context,Chordata Aves Passeriformes Fringillidae Spinus pinus,505,998
323,f29f24f0-c2c8-4ec0-b4e2-e834b051d04a,p229_032_mic22.wav,NatureLM,speech_nspeakers_short,2,105,198
324,96bb6b75-cd6e-4f93-9c2b-d97b4102b502,1446_122614_000023_0000013.wav,NatureLM,speech_nspeakers,3,241,475
326,5ca1ab61-6044-4152-9cbf-a35fdd8d3bea,37490.flac,iNaturalist,species-sci-multiple-detection,Prunella modularis,505,998
328,94bd8912-1b44-4a77-9970-93316905bd53,ICLISTENHF1251_20140901T070408.359Z_006.wav,NatureLM,,None,505,998
332,61f8d469-5b3b-4379-8200-cb3faf7486a7,7511_102419_000027_0000014.wav,NatureLM,speech_nspeakers,4,257,508
333,d759aa3d-4cc8-4805-8026-353637682ddf,SSW_140_20170513_040005Z.018_008.wav,NatureLM,species-sci-simple-detection,None,153,298
339,494ab59a-9fd8-459e-ba68-b37a832bf186,SSW_086_20170408_130009Z.023_007.wav,NatureLM,species-common-simple-detection,"Northern Flicker, Black-capped Chickadee",505,998
340,3875840e-2bb2-46ec-892f-f5a899131e5f,436532.flac,iNaturalist,species-sci-classification,Piranga olivacea,505,998
341,50b80e58-3fd9-4eb4-ac4c-71ec3d5101a2,151600.flac,iNaturalist,caption-scientific-simple,Megaceryle alcyon,505,998
344,aeebffdb-f337-49f7-a052-3a3452f19f8c,keyboard_electronic_026-097-100.wav,NatureLM,nsynth,100,201,398
349,db664b46-da75-438e-8757-cc5961fb808c,brass_acoustic_060-063-127.wav,NatureLM,nsynth,311.13,201,398
353,24579bbb-d9ca-4f44-a94a-1a97f096a9f3,429218.flac,iNaturalist,family-classification,Emberizidae,505,998
354,f8812b4c-ec37-4da0-bb84-b535a2cf20b1,409679.flac,iNaturalist,species-sci-detection-random,None,209,402
360,3854c209-2d01-4fdf-8938-ecfe26b9698a,572730.flac,iNaturalist,genus-detection,None,505,998
366,f52ac1e9-3da5-4323-b8be-50154022bdd0,585506.flac,iNaturalist,species-common-classification-context,Grey Francolin,505,998
367,7a1b65bd-2d5d-4db2-8f2a-bf66b7d9b1dd,bass_synthetic_126-088-050.wav,NatureLM,nsynth,"bass, keyboard",505,998
368,e3535cd4-4861-4d41-b5c9-6883957c4d3a,mallet_acoustic_020-086-050.wav,NatureLM,nsynth,mallet,201,398
370,e0ec1be9-dd40-4477-86b4-dc2d74485cb4,123068.flac,iNaturalist,species-common-classification-context,Pacific Wren,505,998
371,9874db31-1872-4cba-9942-620e986576ed,625811.flac,WavCaps,wavcaps-qa,A tone with high pitched chirping oscillations is ringing out.,57,101
375,ba915582-8962-485f-861d-84f87cba0e7f,440191.flac,iNaturalist,caption-scientific,Antrostomus vociferus,505,998
377,ff6b23d4-3697-4b97-9746-ef7bafec7240,ICLISTENHF1251_20141201T104339.106Z_025.wav,NatureLM,,None,505,998
380,aca533a1-cdcb-4c13-860a-82c92bdde47d,330711.flac,iNaturalist,taxonomic-classification,Chordata Aves Passeriformes Phylloscopidae Phylloscopus trochilus,305,594
382,7f9ca590-8228-412d-8945-04c2cd22beec,401495.flac,iNaturalist,species-sci-classification-context,Pseudacris crucifer,505,998
386,96a47dc8-1bdc-4246-a0fc-ba9fb3233336,83035019.flac,Watkins,genus-classification,Stenella,89,161
390,ac564bbc-2243-4b3d-ae3b-088eaf4e65ff,536618.flac,iNaturalist,species-common-options-classification,Northern Cardinal,505,998
392,088da057-5719-4d3b-9beb-e6baaec7206f,231495.flac,iNaturalist,caption-common,Rufous-crowned Sparrow,505,998
393,8a711d06-4747-4a99-bd49-891b9dae40aa,07046113.flac,WavCaps,caption-general-domain,Pigeons are flying out of a coop in a suburban area.,505,998
397,9575c601-9417-4f6e-b9f6-373c3ac12cf0,189696.flac,iNaturalist,species-common-multiple-detection,House Finch,497,989
399,8f3ff8f0-9d15-4c7e-bec7-e1b8d9338f96,73001002.flac,Watkins,species-sci-options-classification,Phoca largha,153,298
402,734c9e30-160b-45a1-8e19-0cdb8bea7327,reed_acoustic_015-086-100.wav,NatureLM,nsynth,"This sound is fast decaying, is percussive.",73,129
404,516da4a0-75bb-427d-b12d-e4a97dce00f5,guitar_acoustic_028-056-025.wav,NatureLM,nsynth,guitar,505,998
406,f07da3dc-c385-450d-9ad2-f09f3db64967,15383.flac,iNaturalist,species-common-options-classification,North Island Kākā,505,998
409,9740dd80-2577-44da-b97e-7c34fe86126e,bass_synthetic_055-090-050.wav,NatureLM,nsynth,"bass, keyboard, brass",153,297
410,b2636c9f-22f2-410f-9357-4ca5399c2688,74573.flac,iNaturalist,taxonomic-classification,Chordata Aves Passeriformes Oriolidae Sphecotheres vieilloti,505,998
412,c1aca1af-5595-4d72-a1d8-71c8b4da3fc5,187180.flac,iNaturalist,family-classification,Turdidae,505,998
413,553090a2-13b2-442c-9013-2f23ebfc492e,299274.flac,iNaturalist,species-common-detection-random,None,505,998
415,a39e86af-800c-48cb-a4c6-71a747614bd0,ICLISTENHF1251_20141103T235254.811Z_048.wav,NatureLM,,None,505,998
418,5d08b01d-eae0-478b-8980-7bd94f971b2a,427181.flac,iNaturalist,species-common-options-classification,Eurasian Skylark,505,998
419,4c60c3b3-9c2b-493b-ab73-a8bb8c34becc,490100.flac,iNaturalist,family-classification,Troglodytidae,265,515
430,206a5564-2708-48d7-9916-4331c5afb1f0,369128.flac,iNaturalist,taxonomic-detection,None,505,998
432,4737a6c3-1dbb-44d5-a48e-9efd1a064bee,562852.flac,iNaturalist,species-common-classification-context,Whooper Swan,505,998
436,bb4acf9c-af4f-4736-b0ce-7f12cf6fdc59,672642.flac,iNaturalist,species-common-classification,Common Redstart,113,213
437,59b72759-5956-4f4b-8556-c198f6a29b8a,300806.flac,iNaturalist,species-sci-multiple-detection,Tamias striatus,505,998
439,e54c1d0b-b018-4416-8430-4c8949687ec8,113491.flac,iNaturalist,taxonomic-detection,Chordata Amphibia Anura Bufonidae Rhinella marina,505,998
440,cac6fff4-a44c-4ec2-9006-4f57e74888ac,449756.flac,iNaturalist,species-common-detection-hard,None,505,998
443,0e0ba821-15c4-4c34-afa0-05f4be6c4484,335852.flac,iNaturalist,genus-detection,None,369,726
444,6725007e-7dd3-4060-a13f-56dd2a5b05a1,YNp5CqgFVwsA.wav,NatureLM,open-ended question,"The music and the guitar strumming suggest a live music performance, which is a common event in a theater-like environment. The genre could be rock, blues, or similar.",505,998
448,4adde8a7-63e6-4948-ac84-031740678e8b,Y5cezddiPBAo.wav,NatureLM,open-ended question,"The generic impact sounds could represent scene changes, cues for different segments, or reactions to live events in the show, which are common occurrences in television productions.",505,998
449,2e32c005-b583-43d8-8082-0651abd5274f,103506.flac,iNaturalist,caption-scientific-simple,Catharus ustulatus,505,998
454,1ed8e7c2-6897-4eef-88d6-86845316f6c6,574908.flac,iNaturalist,species-sci-classification-context,Pauropsalta mneme,377,750
459,edc2bd4a-373c-44a7-a983-ae61dc069128,574372.flac,iNaturalist,species-common-options-classification,Black-bellied Plover,505,998
467,32004731-1228-4450-a0e2-a9830daba3b7,Tettigonia_viridissima_V1829_25_short.flac,Animal Sound Archive,species-sci-classification-context,Tettigonia viridissima,505,998
469,eca527eb-183d-4faa-be06-28ce9543b516,670805.flac,iNaturalist,species-common-classification,White-throated Sparrow,505,998
472,3e6b1f2c-5dca-4c77-8767-eb5394ec2c14,ICLISTENHF1251_20140802T044029.421Z_027.wav,NatureLM,,None,505,998
476,41a1dfe4-0973-4f09-988a-329ea7cb7cf5,578883.flac,iNaturalist,species-sci-detection-random,None,505,998
477,1e08a0f4-be9b-4c76-9c4f-4eac81dc1c40,506582.flac,iNaturalist,species-sci-classification-context,Pipistrellus pipistrellus,185,363
481,a8253011-aeba-4dc5-976d-747589d08931,p278_023_mic22.wav,NatureLM,speech_nspeakers,2,377,752
483,1293cd47-9853-4299-8887-04fd759ec354,214557.flac,iNaturalist,caption-common,Boreal Chorus Frog,505,998
487,ab10bc86-469b-430b-b965-2871ca1ac7d0,YM1KvQp2NUq0.flac,WavCaps,caption-general-domain,"Male speech is heard amidst breathing, scraping, rustling, and a chainsaw starting.",505,998
489,2300faf5-a5a1-415a-9a63-5b3c676620d6,SSW_151_20170513_160021Z.019_007.wav,NatureLM,species-sci-simple-detection,Seiurus aurocapilla,505,998
490,f771d67a-807c-4ccc-889c-52ec3410553c,269541.flac,iNaturalist,caption-scientific,Thryothorus ludovicianus,473,929
491,8756b40f-3d0e-4564-bbd3-7c1f25d22bee,651159.flac,iNaturalist,species-sci-detection-random,None,457,909
494,e8bb0aa3-403a-4067-9710-7430f5cc5024,2654_158744_000004_0000071.wav,NatureLM,speech_nspeakers_short,1,105,198
495,4edef489-cb27-4c03-9cb3-c895bdf8cfcd,84426.flac,WavCaps,caption-general-domain,"Birds caw and acorns fall, joined by the sounds of a motorcycle.",505,998
498,52009b8f-bdf0-4108-b0f9-bd2c6ec8f900,241573.flac,iNaturalist,species-common-detection-random,None,425,846
500,b6a69aa0-7c34-464e-b220-78787c6981ab,Y3BwlstxbnWc.wav,NatureLM,open-ended question,"The sliding door sound suggests the use of automatic door technology, indicating a relatively modern subway train.",505,998
504,f511ce8c-4765-40fb-9c0b-15a9a81aab27,300754.flac,iNaturalist,species-sci-classification-context,Cacomantis flabelliformis,497,987
507,1a52c6b0-0b42-49cc-9129-0c5f72051ac5,2204_131732_000041_0000012.wav,NatureLM,speech_nspeakers_short,2,105,198
508,c478a113-b56d-4473-bbf3-7b4d73aef7d0,98816.flac,iNaturalist,taxonomic-classification,Chordata Aves Passeriformes Parulidae Setophaga americana,505,998
509,f4f45305-472d-4860-a969-bf0ce7e2923e,ICLISTENHF1251_20141203T103122.076Z_054.wav,NatureLM,,None,505,998
510,dd80e013-1b6f-46c8-8d4b-120f83f37c95,40co0316_2.397_408a010z_-2.397.wav,NatureLM,species-sci-options-detection,None,497,989
512,c5494864-94f2-4e0a-9a6d-fbe9a0765227,490788.flac,WavCaps,caption-general-domain,The sound of a tree's leaves moving in the wind.,505,998
513,c3706938-d8d8-44b1-a8bd-aa6864d3da7f,184391.flac,iNaturalist,species-sci-classification-context,Fringilla coelebs,217,426
515,f6d0d363-d291-419f-b412-da0737eb9469,235760.flac,iNaturalist,family-detection,Tyrannidae,161,312
525,28fb5f7c-13d7-4da7-b5c0-6b328dfc19c5,Turdus_merula_Tre_N0165_07_short.flac,Animal Sound Archive,species-common-classification-context,Blackbird,505,998
528,439d715d-769c-40bb-bd18-70bd9163ee8d,SSW_227_20170701_200015Z.025_010.wav,NatureLM,species-common-options-detection,Eastern Towhee,153,298
540,c610ab73-a57b-429c-8430-cd1e7f0f4d6c,609353.flac,WavCaps,wavcaps-qa,Someone is hitting a pillow with another pillow.,505,998
546,76790e0b-a744-48d6-bc93-2757d8e14dba,keyboard_electronic_033-050-025.wav,NatureLM,nsynth,554.6796832704545,57,104
549,dc422392-cf30-433e-a7f8-2b025801a7f6,SSW_125_20170506_090007Z.056_007.wav,NatureLM,species-sci-simple-detection,Poecile atricapillus,505,998
550,8907c5d9-aa7f-4a5c-bb11-5d6b184286ed,organ_electronic_034-054-127.wav,NatureLM,nsynth,organ,273,543
555,6d6f7493-cc30-4b28-8496-f5773be60572,78007027.flac,Watkins,caption-scientific-rich,"A group of at least three Lagenorhynchus acutuss milling and breaching, with audible clicks and whistles.",73,138
556,ee783ab4-be88-4dfe-a4d0-3aaac85badc5,ICLISTENHF1251_20141202T011144.851Z_027.wav,NatureLM,,None,505,998
565,0d0efb49-ae03-4f2e-bc0f-c651d9ce9c6a,p244_082_mic24.wav,NatureLM,speech_nspeakers_short,4,97,190
567,7bca125f-ba28-4934-9681-fa5916444ee5,vocal_synthetic_005-076-050.wav,NatureLM,nsynth,"This sound has a distinctive crunchy sound and presence of many harmonics, has a long release.",201,398
575,220b8cb1-f1e1-45bf-9267-a9973d9fb438,guitar_synthetic_008-092-100.wav,NatureLM,nsynth,5646.226447591782,65,116
577,bb721e59-ee82-466f-91d9-19d3586fdfda,ICLISTENHF1251_20140702T183216.535Z_035.wav,NatureLM,,None,505,998
578,f777a4d8-a73a-4218-8eaa-f1c8b9602384,reed_acoustic_003-034-100.wav,NatureLM,nsynth,reed,505,998
590,06d39be0-bfce-4c0c-911b-e9c27ef76c76,ICLISTENHF1251_20140901T121408.411Z_018.wav,NatureLM,,None,505,998
600,8bc5604b-86f2-4126-aafa-934bd8e56386,SSW_246_20170708_220025Z.018_007.wav,NatureLM,species-sci-options-detection,None,153,298
602,5c4635a9-bbcb-4055-964e-e1a680f94e50,ICLISTENHF1251_20140702T183216.535Z_054.wav,NatureLM,,None,505,998
608,a19b22fe-babd-46ad-a94b-fb5909db58e1,ICLISTENHF1251_20141004T035246.107Z_002.wav,NatureLM,,None,505,998
610,1a22ad44-2627-47b2-99f3-bb14e084abd1,37301.flac,WavCaps,wavcaps-qa,A spectral delay plug-in.,137,257
611,0c742eaa-2cd8-4877-86fe-82f3c03ad414,6696_73296_000017_0000003.wav,NatureLM,speech_nspeakers,3,225,448
613,f0b0d77a-d521-40eb-91d2-80f715bc274d,vocal_synthetic_006-090-075.wav,NatureLM,nsynth,vocal,169,322
614,5443139d-7439-4066-8928-850b443c93e9,Y6GmoFefjuHw.wav,NatureLM,open-ended question,"The sequence of sounds could suggest periodic instances of elevated activity or urgency, like a street sale or a traffic situation.",505,998
615,e5f13262-458c-4221-8024-8c951f461322,guitar_electronic_037-044-127.wav,NatureLM,nsynth,127,201,398
628,b0a58bc9-8bde-4c3a-8a03-b77511bcfb67,4214_7146_000054_0000021.wav,NatureLM,speech_nspeakers_short,1,49,91
640,b195ba59-7a66-436b-b9d7-277d58b90f8f,6608400N.flac,Watkins,species-sci-classification,Hydrurga leptonyx,265,515
649,ba8f95cd-ce04-4060-b948-e0818a6e8999,bass_synthetic_008-055-127.wav,NatureLM,nsynth,"bass, guitar",505,998
657,56688b9f-09b2-41be-9708-f87b57fd7c3e,Panthera_tigris_S1423_03_short.flac,Animal Sound Archive,species-common-detection-random,Bagh,505,998
660,aa4a1377-c129-41d2-a6e3-1418dee8a958,SSW_114_20170429_180011Z.047_017.wav,NatureLM,species-common-simple-detection,None,153,298
665,d29c730a-30c4-4285-9c49-85b0ce36c05b,882_123267_000037_0000011.wav,NatureLM,speech_nspeakers,1,137,264
669,811f1467-3a96-402f-91b7-9b20956669a7,5601700A.flac,Watkins,taxonomic-detection,Chordata Mammalia Cetacea Balaenidae Eubalaena glacialis,73,129
671,7ca1f2b1-76b2-4493-9470-b763c1a6f099,guitar_electronic_014-050-075.wav,NatureLM,nsynth,"guitar, guitar",265,525
680,6b95a6c1-5c50-4060-938d-0d24bbc7f9bf,p288_356_mic12.wav,NatureLM,speech_nspeakers,2,425,839
683,f466d0cb-9598-4122-86c6-97f876e8ec94,444c020l_0.75853_22go010b_-0.75853.wav,NatureLM,species-common-simple-detection,None,505,998
686,f0210edb-302b-4538-b9c5-39be5c0c1c9e,Yzat8mWJSJjo.flac,WavCaps,caption-general-domain,Chopping and speech can be heard along with breathing and microphone wind noise.,505,998
687,b0dc3b3a-53ea-40dc-9f22-c657e4eb4629,SSW_021_20170304_110008Z.045_009.wav,NatureLM,species-common-simple-detection,None,505,998
691,29bbc1a7-a86c-4e1b-92b0-409d0f220895,209a010i_0.056719_40gc020o_-0.056719.wav,NatureLM,species-sci-options-detection,None,337,658
692,6728d88a-5871-4171-a98a-0bfe4dab821d,brass_acoustic_001-037-100.wav,NatureLM,nsynth,"brass, organ, bass",505,998
693,a8bc19d5-57d6-42d9-95ff-9335d32c0b68,bass_synthetic_106-087-127.wav,NatureLM,nsynth,bass,57,103
755,d4af2244-e48e-40cd-803e-a0e001d3bf19,YP7WjiBsM5rU.flac,WavCaps,caption-general-domain,Women are speaking and laughing while water and background noise is present.,505,998
784,46b4375d-7993-477a-adfc-315e1eab1617,Fringilla_coelebs_Tre_N0067_06_short.flac,Animal Sound Archive,species-sci-classification-context,Fringilla coelebs,505,998
815,e4a1ea08-a1ba-4abb-b487-8c4a1f8fe9cd,348629.flac,WavCaps,wavcaps-qa,An egg timer.,353,699
817,99613f62-eff5-46ae-8b4e-e9ed7d9e9b33,Y2IP8siC6ID0.flac,WavCaps,caption-general-domain,The sound of wind noise from a microphone is heard repeatedly.,505,998
829,41fcdf68-9418-468c-842d-73340980ab31,369274.flac,WavCaps,caption-general-domain,Someone made a kick.,201,398
833,ce979d4c-5bd0-4bb2-b7c4-5574e2c906b8,222523.flac,WavCaps,wavcaps-qa,Vocals,289,573
846,c6c6f5e7-649b-4254-b411-59319ca8461c,Y8oiyVt6-erA.flac,WavCaps,caption-general-domain,"People speak, whistle, and make bird sounds in a noisy environment.",505,998
892,f6060001-2a4f-4e41-8e24-0aa5b2091834,7900500U.flac,Watkins,genus-classification,Lagenorhynchus,65,126
913,e6d6174d-1753-4cee-bbba-95ff4a6895d9,57026077.flac,Watkins,taxonomic-classification,Chordata Mammalia Cetacea Delphinidae Delphinus delphis,129,246
938,8c41264b-bfd3-4c78-aee7-2c5af4087171,Cuculus_canorus_CoMC0004_10_short.flac,Animal Sound Archive,family-detection,None,169,322
952,bc1ce63c-8a71-48d4-accb-d4e737357b5c,98681.flac,WavCaps,caption-general-domain,Girls sing.,505,998
973,dfafbd62-794b-4311-9e5c-97ab3b52d596,351293.flac,WavCaps,wavcaps-qa,Sounds in a swimming pool.,505,998
981,f2cf73c8-1dd2-46c6-88e1-ab9b06bfa3e0,16109.flac,WavCaps,caption-general-domain,"Birds sing and traffic passes, while the wind blows through the trees.",505,998
1005,341af722-536d-4a37-a23c-9ecb7ba8fa5e,YvMU7ZKY2Eso.flac,WavCaps,wavcaps-qa,Male singing,505,998
1006,83008977-cdd0-4edb-879d-d83b0f8265b2,YqdexSzEvG74.flac,WavCaps,wavcaps-qa,Mechanisms,505,998
1007,2b4b5861-d4e4-4146-aa3e-40877b57dbbb,192431.flac,WavCaps,wavcaps-qa,A man with monkeys on chains is roaming the streets.,505,998
1019,b1ddbe75-ce05-4bdf-b471-3a3a4cd90dbe,Turdus_viscivorus_Kr0047_01_short.flac,Animal Sound Archive,species-common-options-classification,Mistle Thrush,505,998
1047,ba14f3f1-9bbc-49e1-b02d-ecbef92ea69e,7100101Y.flac,Watkins,species-sci-detection-hard,None,97,188
1049,6842bdb1-82ce-4b3f-a569-2873f8c02462,7501201J.flac,Watkins,species-sci-detection-hard,None,113,214
1059,58e4e64e-6933-424d-9672-339d8858c748,578363.flac,WavCaps,caption-general-domain,A sting is being made.,265,513
1063,b7b307ab-8046-4718-b84e-8afc0fab5c4c,415265.flac,WavCaps,caption-general-domain,"Someone is saying ""Mmm! Tea!"".",153,299
